Company name,Booth number,Company location,Twitter,Linkedin,Facebook,Website,Description,Focus areas
AdvanceCT,Booth 534,"New Haven, Connecticut, United States",,,,,,Regional/Economic Development
ADDF,Booth 246,"New York, New York, United States",,,,,,
African Clinical Research Organisation,Booth 2043,"Johannesburg, South Africa",,,,http://acro.co.za,,
Ad Hoc Clinical,Booth 1664,"Ieper, Belgium",,,,,,
ADL BIOPHARMA SL.,Booth 443,"León, Spain",,https://www.linkedin.com/company/adlbiopharma/mycompany/,,https://adlbiopharma.com/,"ADL is a Spanish company that provides CDMO services, with one of the largest fermentation capacities in Europe and a state-of-the-art pilot plant to develop and scale-up new molecules.","Industrial Chemicals/Products, Animal Health & Research, CRO & Analytical Labs, CMO, Tech Transfer"
Adimmune & Animmune,Booth 743,"Taipei City, Taiwan",,,,http://www.adimmune.com.tw/en,"Founded in 1965, Adimmune Corporation (ADIM) is the only influenza vaccine manufacturer. Our manufacture operation complies with PIC/S GMP and facility has been certified by USFDA, EMA, Canada, Brazil ANVISA, South Korea KFDA, Thailand TFDA, and China authorities. We also provide CDMO service and help our partners, MNCs, to produce the vaccine and bollogicals for the US and Eurpean markets.","Market - Drug (on patent), Animal Health & Research, CMO"
Afrobodies,Booth 2043,"Cape Town, South Africa",,,,http://www.afrobodies.com,,
AECOM,Booth 3247,"Columbus, Ohio, United States",,,,https://aecom.com/us/,,
AESOP Technology Inc.,Booth 843,"San Francisco, California, United States",,https://www.linkedin.com/company/aesoptechnology/,,http://www.aesoptek.com,"AESOP Technology streamlines physician data entry and reduces the risk of errors. Since founding in 2020, we have been committed to improving the clinical decision support process with advanced AI-powered technology. We aim to improve patient safety and medical coding quality by increasing the flexibility of our solutions.",Digital Health
ADP,Booth 143,"Roseland, New Jersey, United States",https://twitter.com/adp,https://www.linkedin.com/company/adp,https://www.facebook.com/AutomaticDataProcessing/,http://adp.com/bio,"At ADP, we understand the challenges of managing HR, payroll, and compliance while keeping up with ever-changing regulations. That's why we offer a comprehensive suite of solutions to help you achieve your organization’s specific goals. Our PEO (Professional Employer Organization), ADP TotalSource®, enables you to manage your business’s HR, payroll, benefits, hiring tasks, and more with ease and confidence.",
AHEAD Medicine,Booth 743,"Taipei City, Taiwan",,https://www.linkedin.com/company/aheadmedicine,https://www.facebook.com/AHEADIntelligence/,http://aheadmedicine.com,"AHEAD Medicine's (AHEAD) is a company developing software products that enables rapid, consistent, and fully automatic analysis of complex flow cytometry data. AHEAD’s platform technology replaces the current standard practice that is manual, labor intensive and error prone. We have developed products for the screening of hematological malignancy such as the diagnosis of acute myeloid leukemia and lymphoma screening test, both at their proof-of-concept stage, and are expanding new use cases, including automatic analysis of cell manufacturing quality data.","Research Technology, Instrumentation, CRO & Analytical Labs"
AgriViro,Booth 2043,"Sandton, South Africa",,,,http://www.agriviro.com,"AgriViro is an innovative biotechnology company operating at the critical intersection between agriculture and environmental sciences. At AgriViro, we understand the importance of sustainable agriculture and are committed to providing farmers with cutting-edge biotechnology solutions that promote plant health while protecting the environment.","Research Technology, Industrial Chemicals/Products, Environmental, Food & Feed inputs, Crop Production & enhancement"
AGRILOGICS GROUP,Booth 3673,"Frederick, Maryland, United States",,,,http://www.agrilogiscgroup.com,A biopurification platform technology enabling the production of a new class of naturally-derived mammalian innate immune protein preventatives for existing and emerging infectious disease,"Clinical, Animal Health & Research, CMO"
Agenzia Lavoro & Sviluppo Impresa Regione Autonoma Friuli Venezia Giulia,Booth 2065,"Trieste, Trieste, Italy",,,,http://www.lavoroimpresa.fvg.it/,,Regional/Economic Development
AlpalifeBio,Booth 735,"Woburn, Massachusetts, United States",https://twitter.com/AlpalifeBio,https://www.linkedin.com/company/18818307/admin/,,http://www.alpalifebio.com,"AlpalifeBio provides customized services for nanobody drugs R&D at various stages, such as nanobody/VHH discovery, humanization, affinity maturation and cell-based functional evaluation. We also provide services of expression, purification, and functional evaluation of GPCRs, an important family of drug target proteins.","Preclinical, CRO & Analytical Labs"
Almac Group,Booth 1969,"Craigavon, United Kingdom",https://twitter.com/AlmacGroup,https://www.linkedin.com/showcase/almac-pharma-services,,http://www.almacgroup.com,"The Almac Group is an established contract development and manufacturing organization providing an extensive range of integrated services across the drug development lifecycle to the pharmaceutical and biotech sectors globally. Operating from state-of-the-art facilities in the US, Europe, and the UK, Almac Pharma Services is a FDA, HPRA, and MHRA approved CDMO partnering with global pharmaceutical and biotechnology industries. We have over 50 years’ experience in providing a comprehensive range of tailored solutions. Almac possesses a wealth of technical expertise to support the delivery of your complex projects. Our scientists can develop your clinical candidate into an optimum formulation, and solid manufacture oral dose products for all stages of clinical trials. Almac’s integrated pharmaceutical development solutions are tailored to meet your needs. We specialise in the manufacture & primary packaging of solid, oral dosage forms (Tablets, Capsules and Powders). As well as customised secondary packaging for all drug products including ultra-low temperature drug products. Almac works in close partnership with our clients offering unique solutions designed to support the efficient and successful development, and commercialisation of new treatment options.","Preclinical, Clinical, Market - Drug (on patent), Market - Generics/OTC, Drug Delivery Device, Industrial Chemicals/Products, CRO & Analytical Labs, CMO, Distributor, Consulting"
ALLYFE,Booth 1664,"LA LOUVIERE, Belgium",,https://www.linkedin.com/company/69221475,,http://www.allyfe.health,"Allyfe is an integrated clinical trial platform designed for Academia, CROs and Sponsors to accelerate patient enrolment, increase retention and offer a superior digital interaction to patients, medical professionals, CROs and Sponsors.","Clinical, Digital Health, Angel or Family Office, CRO & Analytical Labs, Legal, Consulting, Research Institute"
Allucent,Booth 2685,"Cary, North Carolina, United States",https://twitter.com/Allucent_CRO,https://www.linkedin.com/company/allucent-cro/,,http://www.allucent.com,"Allucent is on a mission to help bring new therapies to light by solving the distinct challenges of small and mid-sized biotech companies. We’re a global provider of comprehensive drug development solutions, including consulting, clinical operations, biometrics and clinical pharmacology across a variety of therapeutic areas. With more than 30 years of experience in over 60 countries, our individualized partnership approach provides experience-driven insights and expertise to assist clients in successfully navigating the complexities of delivering novel treatments to patients.","Preclinical, Clinical, Patient Monitoring Device, Bioinformatics, Digital Health, CRO & Analytical Labs, Consulting"
adMare BioInnovations,Booth 2049,"Vancouver, British Columbia, Canada",https://twitter.com/adMare_Bio,https://www.linkedin.com/company/admare-bioinnovations/,,http://admarebio.com/,"With a strong track record of globally-competitive scientific discovery, Canadian life sciences are primed to lead the world. To make this a reality, adMare BioInnovations uses its scientific and commercial expertise, specialized R&D infrastructure, and seed capital to build strong life sciences companies, develop robust ecosystems, and foster industry-ready talent. It re-invests its returns into the Canadian industry to ensure its long-term sustainability. adMare currently has 28 portfolio companies that have attracted $1.4 billion of risk capital, have a combined value of $3 billion, and have created over 1,000 jobs in Canada. For more information, please go to www.admarebio.com.",
ALISEI - Advanced Life Sciences in Italy,Booth 2065,"Milano, Milan, Italy",,,,https://www.clusteralisei.it/en/,,Associations
Alcami Corporation / Masy BioServices,Booth 2875,"Wilmington, North Carolina, United States",,https://www.linkedin.com/company/alcami-corporation,,,"Alcami is a contract development and manufacturing organization headquartered in North Carolina with over 40 years of experience advancing products through every stage of the development lifecycle. Leveraging 675,000 ft² across five US-based scientific campuses, Alcami serves pharmaceutical and biotech companies of all sizes for small molecules and biologics, providing customizable and innovative solutions for analytical development, clinical to commercial sterile and oral solid dose drug product manufacturing, packaging, microbiology, cGMP biostorage, environmental monitoring, and pharmaceutical support services. Alcami's private equity ownership includes GHO Capital, The Vistria Group and Ampersand Capital Partners. For more information, please visit alcaminow.com and masy.com.","Preclinical, Clinical, Market - Drug (on patent), Market - Generics/OTC, Environmental, CRO & Analytical Labs, CMO"
